stable,1020.57,52.6286,19.1411,1013.57,1032.71,82231
stable,1020.46,53.7432,19.1411,1013.57,1032.71,82260
stable,1020.46,53.7432,19.1411,1013.57,1032.71,82289
stable,1019.97,49.1889,19.1411,1013.57,1032.71,82318
stable,1020.08,48.155,19.1411,1013.57,1032.71,82347
stable,1020.08,48.155,19.1411,1013.57,1032.71,82376
stable,1020.07,48.2058,19.1411,1013.57,1032.71,82405
stable,1020.67,51.4254,19.1411,1013.57,1032.71,82434
stable,1021.16,55.2017,19.1411,1013.57,1032.71,82463
stable,1020.77,53.4947,19.1411,1013.57,1032.71,82496
stable,1020.77,53.4947,19.1411,1013.57,1032.71,82526
stable,1020.28,49.3407,19.1411,1013.57,1032.71,82555
stable,1020.28,49.3661,19.1411,1013.57,1032.71,82584
stable,1020.76,53.5239,19.1411,1013.57,1032.71,82613
stable,1020.77,53.4947,19.1411,1013.57,1032.71,82642
stable,1020.77,53.4652,19.1411,1013.57,1032.71,82671
stable,1020.29,49.2896,19.1411,1013.57,1032.71,82700
stable,1020.29,49.2641,19.1411,1013.57,1032.71,82729
stable,1020.4,48.2119,19.1411,1013.57,1032.71,82759
stable,1020.88,52.2807,19.1411,1013.57,1032.71,82788
stable,1020.89,52.2504,19.1411,1013.57,1032.71,82817
stable,1020.89,52.2202,19.1411,1013.57,1032.71,82846
stable,1020.51,50.2807,19.1411,1013.57,1032.71,82875
stable,1020.51,50.2535,19.1411,1013.57,1032.71,82908
stable,1020.02,45.7273,19.1411,1013.57,1032.71,82937
stable,1020.51,50.1321,19.1411,1013.57,1032.71,82966
stable,1020.02,45.606,19.1411,1013.57,1032.71,82995
stable,1020.25,44.2708,19.1411,1013.57,1032.71,83024
stable,1019.87,39.2838,19.0171,1013.57,1032.59,83053
stable,1019.99,39.0541,19.0171,1013.57,1032.59,83083
stable,1020.1,38.77,19.0171,1013.57,1032.59,83112
stable,1019.73,33.7662,19.0171,1013.57,1032.59,83141
stable,1019.94,32.5809,19.0171,1013.57,1032.59,83199
stable,1019.94,32.5809,19.0171,1013.57,1032.59,83228
stable,1019.94,32.6037,19.0171,1013.57,1032.59,83290
stable,1020.05,31.5994,19.0171,1013.57,1032.59,83319
stable,1020.64,34.8514,15.613,1016.98,1032.59,83348
stable,1020.05,31.5995,19.0171,1013.57,1032.59,83377
stable,1019.94,29.3118,19.0171,1013.57,1032.59,83406
stable,1020.43,33.7966,19.0171,1013.57,1032.59,83435
stable,1020.22,35.9455,19.0171,1013.57,1032.59,83494
stable,1020.7,40.1619,19.0171,1013.57,1032.59,83523
stable,1020.22,35.9455,19.0171,1013.57,1032.59,83552
stable,1020.21,35.9705,19.0171,1013.57,1032.59,83581
stable,1020.7,40.2195,19.0171,1013.57,1032.59,83610
stable,1020.69,40.2482,19.0171,1013.57,1032.59,83639
stable,1020.69,40.2769,19.0171,1013.57,1032.59,83672
stable,1020.58,41.4457,19.0171,1013.57,1032.59,83701
stable,1019.98,38.12,19.0171,1013.57,1032.59,83730
stable,1020.35,43.7623,19.0171,1013.57,1032.59,83847
stable,1020.24,44.8564,19.0171,1013.57,1032.59,83905
stable,1020.72,49.0792,19.0171,1013.57,1032.59,83934
stable,1020.61,49.5044,19.0171,1013.57,1032.59,83963
stable,1020.38,51.0002,19.0171,1013.57,1032.59,83992
stable,1020.16,52.3955,19.0171,1013.57,1032.59,84021
stable,1019.94,53.6962,19.0171,1013.57,1032.59,84050
stable,1019.82,53.9429,19.0171,1013.57,1032.59,84083
stable,1020.2,58.8748,19.0171,1013.57,1032.59,84112
stable,1020.09,59.9113,19.0171,1013.57,1032.59,84142
stable,1019.98,60.9251,19.0171,1013.57,1032.59,84171
stable,1020.47,65.3676,19.0171,1013.57,1032.59,84200
stable,1020.47,65.3676,19.0171,1013.57,1032.59,84229
stable,1020.48,65.462,19.1411,1013.57,1032.71,84287
stable,1021.07,68.2025,19.1411,1013.57,1032.71,84316
stable,1020.69,66.4968,19.1411,1013.57,1032.71,84345
stable,1020.2,62.264,19.1411,1013.57,1032.71,84375
stable,1020.2,62.264,19.1411,1013.57,1032.71,84404
stable,1019.82,56.5994,19.1411,1013.57,1032.71,84466
stable,1019.82,56.5994,19.1411,1013.57,1032.71,84495
stable,1019.82,56.5994,19.1411,1013.57,1032.71,84524
stable,1019.33,51.5182,19.1411,1013.57,1032.71,84553
stable,1019.82,56.5994,19.1411,1013.57,1032.71,84582
stable,1019.82,56.5994,19.1411,1013.57,1032.71,84611
stable,1020.03,54.6201,19.1411,1013.57,1032.71,84669
stable,1020.14,53.5721,19.1411,1013.57,1032.71,84699
stable,1020.14,53.5721,19.1411,1013.57,1032.71,84728
stable,1020.14,53.5721,19.1411,1013.57,1032.71,84757
stable,1019.65,48.8061,19.1411,1013.57,1032.71,84786
stable,1019.17,43.5643,19.1411,1013.57,1032.71,84815
stable,1019.27,42.7247,19.1411,1013.57,1032.71,84848
stable,1018.79,37.0967,19.1411,1013.57,1032.71,84877
stable,1018.68,37.8332,19.1411,1013.57,1032.71,84906
stable,1018.79,37.0829,19.1411,1013.57,1032.71,84935
stable,1018.9,36.3229,19.1411,1013.57,1032.71,84964
stable,1019.0,35.5403,19.1411,1013.57,1032.71,84994
stable,1019.0,35.5403,19.1411,1013.57,1032.71,85023
stable,1018.52,29.6535,19.1411,1013.57,1032.71,85052
stable,1018.63,28.9512,19.1411,1013.57,1032.71,85081
stable,1018.73,28.2263,19.1411,1013.57,1032.71,85110
stable,1018.25,22.077,19.1411,1013.57,1032.71,85139
stable,1018.25,22.077,19.1411,1013.57,1032.71,85168
stable,1017.76,15.3438,19.0171,1013.57,1032.59,85197
stable,1018.25,21.9558,19.0171,1013.57,1032.59,85227
stable,1017.66,15.8619,19.0171,1013.57,1032.59,85260
stable,1017.66,15.8619,19.0171,1013.57,1032.59,85289
stable,1017.66,15.8619,19.0171,1013.57,1032.59,85318
stable,1017.76,15.3438,19.0171,1013.57,1032.59,85347
stable,1017.76,15.3438,19.0171,1013.57,1032.59,85376
stable,1018.25,21.9558,19.0171,1013.57,1032.59,85434
stable,1018.25,21.9558,19.0171,1013.57,1032.59,85464
stable,1018.74,28.0918,19.0171,1013.57,1032.59,85493
stable,1018.25,21.9558,19.0171,1013.57,1032.59,85522
stable,1018.25,21.9558,19.0171,1013.57,1032.59,85551
stable,1018.25,21.9558,19.0171,1013.57,1032.59,85580
stable,1018.25,21.9558,19.0171,1013.57,1032.59,85609
stable,1018.25,21.9653,19.0171,1013.57,1032.59,85642
stable,1018.73,28.1051,19.0171,1013.57,1032.59,85671
stable,1018.73,28.1051,19.0171,1013.57,1032.59,85700
stable,1018.73,28.1051,19.0171,1013.57,1032.59,85730
stable,1018.73,28.1051,19.0171,1013.57,1032.59,85759
stable,1018.73,28.1051,19.0171,1013.57,1032.59,85788
stable,1018.84,27.3717,19.0171,1013.57,1032.59,85846
stable,1018.83,27.3858,19.0171,1013.57,1032.59,85875
stable,1018.73,28.1317,19.0171,1013.57,1032.59,85904
stable,1018.73,28.1317,19.0171,1013.57,1032.59,85933
stable,1018.73,28.1317,19.0171,1013.57,1032.59,85963
stable,1018.72,28.145,19.0171,1013.57,1032.59,85992
stable,1018.72,28.145,19.0171,1013.57,1032.59,86025
stable,1019.21,33.8201,19.0171,1013.57,1032.59,86054
stable,1019.1,34.6625,19.0171,1013.57,1032.59,86083
stable,1019.1,34.6625,19.0171,1013.57,1032.59,86112
stable,1019.1,34.6787,19.0171,1013.57,1032.59,86141
stable,1018.61,28.8921,19.0171,1013.57,1032.59,86170
stable,1018.61,28.8921,19.0171,1013.57,1032.59,86199
stable,1018.61,28.8921,19.0171,1013.57,1032.59,86229
stable,1018.61,28.8921,19.0171,1013.57,1032.59,86258
stable,1018.61,28.8921,19.0171,1013.57,1032.59,86287
stable,1018.61,28.8798,19.0171,1013.57,1032.59,86316
stable,1018.12,22.6208,19.0171,1013.57,1032.59,86345
